,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,target
0,59.704235687736315,27.406944223887525,9.12954973880012,95.26451057822047,62.69916349278856,69.11105580478527,27.454254062013298,87.5266587995376,60.50109129284984,80.20019533673394,28.39904195047044,61.474402443804266,80.27453200945158,21.240775386152315,67.50492825784671,69.72176949069346,85.71821175979325,16.00089190775105,0.0
1,27.885035845399585,11.409475177682852,33.62514767997323,144.82943183106144,36.78768001655928,74.96220154157609,37.91743086015198,107.52369100017808,40.37718506321458,87.30540517742486,41.17100299831172,39.35598543732583,78.41746830940144,39.08148813789475,40.82703707185203,51.075471271577825,87.92347733246872,36.88250983625747,0.0
2,32.09002781493322,9.136188604098182,16.179427039033914,81.15684751722492,45.619080141801284,50.58504708364283,30.57322021581316,83.33967441972872,44.53529664069942,61.939304831487405,26.832003822308756,41.228169858338234,54.32000711275664,35.69319605412499,37.9265922516762,32.84663187686515,59.47341008603361,26.898764674634787,0.0
3,34.06889753803977,9.913440738766635,9.995650242717057,110.71957733447246,43.366888067212486,62.76590035776502,41.097286773078,106.3081094790513,41.78053513836875,77.3935542714017,40.76938459822269,37.27621841622408,73.98623449562133,42.536412855985574,35.656555547717645,62.341175391832714,107.92731392686882,45.61049515517806,0.0
4,34.18509243508032,12.31839229396446,0.563362660145459,117.36259042254726,51.34144377141807,76.17135880071291,30.094353874708855,100.09806954791749,59.3856772612929,76.47444832235648,36.2217419518232,57.07833664602925,74.94980664819576,35.707491538509146,59.9424471786427,52.85333495205889,86.72573420582118,34.00427442520024,0.0
5,36.18883677079599,10.461228092351233,12.083516978010397,104.30930775629908,53.49839157056391,53.48973857784895,33.66107801762602,88.43693262335852,52.09706142584842,62.95940314949491,32.56890047067125,46.86968508245065,64.86786990697375,38.55197743130745,48.13062856358992,48.75120544872919,84.52659215352999,35.92179472684749,0.0
6,35.851412137361265,17.10661676984713,3.900539208822521,116.16531750171134,46.50075646303981,75.58946002692579,30.68546826420578,109.03709630237594,42.54435087161492,78.74613018932534,33.29403936280776,39.70953702443925,82.4799169515785,36.78127187619666,49.2096517452169,65.96864810410374,106.89991300775193,40.956670210196194,0.0
7,42.24841421957044,3.8316491200128904,1.544120333598083,57.85699059258276,33.469713586783804,27.972790239211783,20.615322636473675,51.39213685523389,36.857475806379774,37.78868177254001,19.24492182433883,35.77546280232293,34.43836709848872,19.399936740295466,31.57071266756406,20.271070608028513,35.03987720113927,15.118131903400661,0.0
8,27.658989844657366,15.872690951860763,6.726683580173972,79.64679809738882,39.61306272794124,55.69307595324828,31.28660012766921,89.87255557261896,34.48062093618056,66.52810357345052,31.322190013592984,34.48258265404824,58.59769542198245,33.79437198684358,38.18599633350333,32.51497344140597,60.361013847567705,27.872449260753182,0.0
9,34.81464972535172,14.980373784739884,27.95002365602614,145.28884087904487,45.08076785524753,74.30183993459619,39.763784803693966,117.46939124704053,39.74123166889954,87.71866177631705,41.794885178873926,38.427314677371534,84.96463324138014,38.10075059567585,43.949197650200624,67.07054356521091,107.76188124651846,40.70241577033589,0.0
